Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64574912,04/07/2025 12:52:55 AM,04/07/2025 01:12:31 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10453,2155 MORRIS AVENUE,MORRIS AVENUE,EAST  181 STREET,CAMERON PLACE,EAST  181 STREET,CAMERON PLACE,ADDRESS,BRONX,MORRIS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:12:36 AM,05 BRONX,2031800018,BRONX,1010852,250851,PHONE,Unspecified,BRONX,,,,,,,,40.85516285449174,-73.90383733224247,"(40.85516285449174, -73.90383733224247)"
64577000,04/07/2025 12:52:32 AM,04/07/2025 01:01:34 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1416 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:01:43 AM,04 BRONX,,BRONX,1004868,246731,MOBILE,Unspecified,BRONX,,,,,,,,40.843870679050376,-73.92548134860958,"(40.843870679050376, -73.92548134860958)"
64573519,04/07/2025 12:52:08 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11435,135-20 82 AVENUE,82 AVENUE,135 STREET,138 STREET,135 STREET,138 STREET,ADDRESS,JAMAICA,82 AVENUE,,In Progress,,,,08 QUEENS,4096680005,QUEENS,1033412,199654,PHONE,Unspecified,QUEENS,,,,,,,,40.7145442604009,-73.82266079666188,"(40.7145442604009, -73.82266079666188)"
64571054,04/07/2025 12:52:05 AM,04/07/2025 01:13:47 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10461,EAST TREMONT AVENUE,EAST TREMONT AVENUE,EAST TREMONT AVENUE,SILVER STREET,EAST TREMONT AVENUE,SILVER STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:13:51 AM,10 BRONX,,BRONX,1026370,246479,ONLINE,Unspecified,BRONX,Other,,,,,,,40.84310262971209,-73.84776939764167,"(40.84310262971209, -73.84776939764167)"
64572381,04/07/2025 12:51:56 AM,04/07/2025 01:15:55 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11205,AUBURN PLACE,AUBURN PLACE,AUBURN PLACE,NORTH PORTLAND AVENUE,AUBURN PLACE,NORTH PORTLAND AVENUE,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,04/07/2025 01:15:58 AM,02 BROOKLYN,,BROOKLYN,990891,192270,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69441101603334,-73.97605155957298,"(40.69441101603334, -73.97605155957298)"
64573920,04/07/2025 12:51:55 AM,04/07/2025 01:47:40 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,831 ARNOW AVENUE,ARNOW AVENUE,MATTHEWS AVENUE,WILLIAMSBRIDGE ROAD,MATTHEWS AVENUE,WILLIAMSBRIDGE ROAD,ADDRESS,BRONX,ARNOW AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,04/07/2025 01:47:48 AM,11 BRONX,2045510001,BRONX,1022390,255473,ONLINE,Unspecified,BRONX,,,,,,,,40.86780653148136,-73.86210276386369,"(40.86780653148136, -73.86210276386369)"
64575370,04/07/2025 12:51:13 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,3312 HULL AVENUE,HULL AVENUE,EAST  209 STREET,EAST GUN HILL ROAD,EAST  209 STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,HULL AVENUE,,In Progress,,Your complaint has been received by the Police Department and additional information will be available later.,04/07/2025 12:59:32 AM,07 BRONX,2033520012,BRONX,1019042,258860,PHONE,Unspecified,BRONX,,,,,,,,40.87711662867335,-73.87419003386975,"(40.87711662867335, -73.87419003386975)"
64575317,04/07/2025 12:51:12 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11208,232 CRYSTAL STREET,CRYSTAL STREET,BELMONT AVENUE,SUTTER AVENUE,BELMONT AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,CRYSTAL STREET,,In Progress,,,,05 BROOKLYN,3042470030,BROOKLYN,1019245,184483,PHONE,Unspecified,BROOKLYN,,,,,,,,40.672970801080844,-73.87384331604817,"(40.672970801080844, -73.87384331604817)"
64576816,04/07/2025 12:51:09 AM,04/07/2025 01:01:24 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1416 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:01:30 AM,04 BRONX,,BRONX,1004868,246731,MOBILE,Unspecified,BRONX,,,,,,,,40.843870679050376,-73.92548134860958,"(40.843870679050376, -73.92548134860958)"
64574276,04/07/2025 12:50:31 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,8744 16 AVENUE,16 AVENUE,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,16 AVENUE,,In Progress,,,,11 BROOKLYN,3063960167,BROOKLYN,981459,160590,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60745836367753,-74.01005165493405,"(40.60745836367753, -74.01005165493405)"
64570493,04/07/2025 12:50:25 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,2971 8 AVENUE,8 AVENUE,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,ADDRESS,NEW YORK,8 AVENUE,,In Progress,,,,10 MANHATTAN,1021060003,MANHATTAN,1001850,241807,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.830362260625506,-73.93640207830494,"(40.830362260625506, -73.93640207830494)"
64570757,04/07/2025 12:50:00 AM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11233,,,,,HOWARD AVENUE,DECATUR STREET,INTERSECTION,BROOKLYN,,N/A,Open,,,,03 BROOKLYN,,BROOKLYN,1006435,188117,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.682986675022846,-73.92001126377845,"(40.682986675022846, -73.92001126377845)"
64577221,04/07/2025 12:49:45 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,60-31 PALMETTO STREET,PALMETTO STREET,60 PLACE,FRESH POND ROAD,60 PLACE,FRESH POND ROAD,ADDRESS,RIDGEWOOD,PALMETTO STREET,,In Progress,,,,05 QUEENS,4035270111,QUEENS,1011991,197216,ONLINE,Unspecified,QUEENS,,,,,,,,40.70794563272874,-73.8999414677513,"(40.70794563272874, -73.8999414677513)"
64572421,04/07/2025 12:49:37 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,712 EAST  232 STREET,EAST  232 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  232 STREET,,In Progress,,,04/07/2025 02:47:40 AM,12 BRONX,2048450049,BRONX,1023778,264479,ONLINE,Unspecified,BRONX,,,,,,,,40.892519064341,-73.8570312390612,"(40.892519064341, -73.8570312390612)"
64570927,04/07/2025 12:49:07 AM,04/07/2025 01:20:00 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417,136-13 WHITELAW STREET,WHITELAW STREET,PITKIN AVENUE,SPRITZ ROAD,PITKIN AVENUE,SPRITZ ROAD,ADDRESS,OZONE PARK,WHITELAW STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:20:03 AM,10 QUEENS,,QUEENS,1027016,184479,PHONE,Unspecified,QUEENS,,,,,,,,40.67292569255127,-73.8458290036529,"(40.67292569255127, -73.8458290036529)"
64575490,04/07/2025 12:48:43 AM,,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10312,846 CARLTON BOULEVARD,CARLTON BOULEVARD,DETROIT AVENUE,ARDEN AVENUE,DETROIT AVENUE,ARDEN AVENUE,ADDRESS,STATEN ISLAND,CARLTON BOULEVARD,,In Progress,,,04/07/2025 01:52:28 AM,03 STATEN ISLAND,5056950051,STATEN ISLAND,935050,137980,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.5452623424431,-74.17702667940071,"(40.5452623424431, -74.17702667940071)"
64572512,04/07/2025 12:48:37 AM,,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11207,119 JEROME STREET,JEROME STREET,ARLINGTON AVENUE,FULTON STREET,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,JEROME STREET,,In Progress,,,,05 BROOKLYN,3039370047,BROOKLYN,1015239,186797,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.679337133398974,-73.88827425633642,"(40.679337133398974, -73.88827425633642)"
64570340,04/07/2025 12:48:37 AM,,DSNY,Department of Sanitation,Dirty Condition,Broken Glass,Street,10314,QUEEN STREET,QUEEN STREET,QUEEN STREET,WELLBROOK AVENUE,QUEEN STREET,WELLBROOK AVENUE,INTERSECTION,,,,In Progress,,,,02 STATEN ISLAND,,STATEN ISLAND,948026,158868,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6026582308188,-74.13044969698878,"(40.6026582308188, -74.13044969698878)"
64571424,04/07/2025 12:48:37 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,8766 15 AVENUE,15 AVENUE,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,15 AVENUE,,In Progress,,,,11 BROOKLYN,3063930001,BROOKLYN,980712,160903,PHONE,Unspecified,BROOKLYN,,,,,,,,40.60831721781387,-74.0127421041602,"(40.60831721781387, -74.0127421041602)"
64571046,04/07/2025 12:48:01 AM,04/07/2025 01:47:21 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11369,24-13 98 STREET,98 STREET,24 AVENUE,25 AVENUE,24 AVENUE,25 AVENUE,ADDRESS,EAST ELMHURST,98 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:47:28 AM,03 QUEENS,4011090053,QUEENS,1019700,218402,ONLINE,Unspecified,QUEENS,,,,,,,,40.76606837192355,-73.87202440506204,"(40.76606837192355, -73.87202440506204)"
64573779,04/07/2025 12:47:51 AM,04/07/2025 12:58:39 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,14 AUBURN PLACE,AUBURN PLACE,ST EDWARDS STREET,NORTH ELLIOTT PLACE,ST EDWARDS STREET,NORTH ELLIOTT PLACE,ADDRESS,BROOKLYN,AUBURN PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:58:44 AM,02 BROOKLYN,3020400001,BROOKLYN,990600,192236,PHONE,Unspecified,BROOKLYN,,,,,,,,40.694317907496355,-73.97710098115013,"(40.694317907496355, -73.97710098115013)"
64575968,04/07/2025 12:47:49 AM,04/07/2025 01:04:05 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10035,305 EAST  117 STREET,EAST  117 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST  117 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:04:10 AM,11 MANHATTAN,1016890005,MANHATTAN,1001706,229852,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79754941835763,-73.93695351687057,"(40.79754941835763, -73.93695351687057)"
64575222,04/07/2025 12:47:45 AM,,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11236,8801 FARRAGUT ROAD,FARRAGUT ROAD,EAST   88 STREET,EAST   89 STREET,EAST   88 STREET,EAST   89 STREET,ADDRESS,BROOKLYN,FARRAGUT ROAD,,In Progress,,,,18 BROOKLYN,3079670009,BROOKLYN,1009043,173304,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64232136638124,-73.91066251125142,"(40.64232136638124, -73.91066251125142)"
64577242,04/07/2025 12:47:18 AM,,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10314,QUEEN STREET,QUEEN STREET,QUEEN STREET,WELLBROOK AVENUE,QUEEN STREET,WELLBROOK AVENUE,INTERSECTION,,,,In Progress,,,,02 STATEN ISLAND,,STATEN ISLAND,948026,158868,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6026582308188,-74.13044969698878,"(40.6026582308188, -74.13044969698878)"
64571367,04/07/2025 12:46:46 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10018,534 9 AVENUE,9 AVENUE,WEST   39 STREET,WEST   40 STREET,WEST   39 STREET,WEST   40 STREET,ADDRESS,NEW YORK,9 AVENUE,,In Progress,,,,04 MANHATTAN,1007630077,MANHATTAN,985978,215020,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.75685655817479,-73.99376273153837,"(40.75685655817479, -73.99376273153837)"
64572887,04/07/2025 12:46:35 AM,04/07/2025 01:34:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,2125 MATTHEWS AVENUE,MATTHEWS AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,MATTHEWS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:34:23 AM,11 BRONX,,BRONX,1022169,250751,ONLINE,Unspecified,BRONX,,,,,,,,40.85484703240152,-73.8629285151545,"(40.85484703240152, -73.8629285151545)"
64570507,04/07/2025 12:45:43 AM,,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,10452,WEST  163 STREET,WEST  163 STREET,WEST  163 STREET,WOODYCREST AVENUE,WEST  163 STREET,WOODYCREST AVENUE,INTERSECTION,,,,In Progress,,,,04 BRONX,,BRONX,1004019,242369,PHONE,Unspecified,BRONX,,,,,,,,40.831900200234024,-73.92856270428858,"(40.831900200234024, -73.92856270428858)"
64573300,04/07/2025 12:45:17 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11222,90 MONITOR STREET,MONITOR STREET,ENGERT AVENUE,DRIGGS AVENUE,ENGERT AVENUE,DRIGGS AVENUE,ADDRESS,BROOKLYN,MONITOR STREET,,In Progress,,,04/07/2025 01:54:04 AM,01 BROOKLYN,3027050005,BROOKLYN,1000305,202499,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.72247512244072,-73.94207888225327,"(40.72247512244072, -73.94207888225327)"
64577509,04/07/2025 12:45:13 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,118-64 129 STREET,129 STREET,CEDRIC ROAD,SUTTER AVENUE,CEDRIC ROAD,SUTTER AVENUE,ADDRESS,SOUTH OZONE PARK,129 STREET,,In Progress,,,04/07/2025 02:38:55 AM,10 QUEENS,4117520075,QUEENS,1037127,184663,PHONE,Unspecified,QUEENS,,,,,,,,40.673376111841925,-73.80937761179021,"(40.673376111841925, -73.80937761179021)"
64572927,04/07/2025 12:45:08 AM,04/07/2025 12:47:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1421 DR MARTIN LUTHER KING JR BLVD,DR MARTIN LUTHER KING JR BLVD,HIGHBRIDGE PARK PATH,WEST  171 STREET,HIGHBRIDGE PARK PATH,WEST  171 STREET,ADDRESS,BRONX,UNIVERSITY AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:47:17 AM,04 BRONX,2025330084,BRONX,1004985,246479,MOBILE,Unspecified,BRONX,,,,,,,,40.8431787391297,-73.92505926050619,"(40.8431787391297, -73.92505926050619)"
64570791,04/07/2025 12:45:05 AM,04/07/2025 01:01:54 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11221,123 WEIRFIELD STREET,WEIRFIELD STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WEIRFIELD STREET,,Closed,,The Police Department issued a summons in response to the complaint.,04/07/2025 01:01:59 AM,04 BROOKLYN,3033960063,BROOKLYN,1008407,190419,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6892999728091,-73.91289290489551,"(40.6892999728091, -73.91289290489551)"
64571035,04/07/2025 12:44:45 AM,04/07/2025 01:03:55 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10035,305 EAST  117 STREET,EAST  117 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST  117 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:04:03 AM,11 MANHATTAN,1016890005,MANHATTAN,1001706,229852,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79754941835763,-73.93695351687057,"(40.79754941835763, -73.93695351687057)"
64574281,04/07/2025 12:44:39 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10016,149 MADISON AVENUE,MADISON AVENUE,EAST   31 STREET,EAST   32 STREET,EAST   31 STREET,EAST   32 STREET,ADDRESS,NEW YORK,MADISON AVENUE,,In Progress,,,04/07/2025 01:57:06 AM,05 MANHATTAN,1008610057,MANHATTAN,988686,211186,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74633225423339,-73.98399065269221,"(40.74633225423339, -73.98399065269221)"
64575918,04/07/2025 12:44:28 AM,04/07/2025 01:12:09 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,1652 POPHAM AVENUE,POPHAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,BRONX,POPHAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:12:13 AM,05 BRONX,2028770290,BRONX,1006168,248688,PHONE,Unspecified,BRONX,,,,,,,,40.84923893495569,-73.9207764263113,"(40.84923893495569, -73.9207764263113)"
64573546,04/07/2025 12:44:21 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,854 EAST  215 STREET,EAST  215 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  215 STREET,,In Progress,,,,12 BRONX,2046730075,BRONX,1022979,259673,PHONE,Unspecified,BRONX,,,,,,,,40.87933166126529,-73.85994892766838,"(40.87933166126529, -73.85994892766838)"
64577130,04/07/2025 12:44:11 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,34-58 60 STREET,60 STREET,BROADWAY,37 AVENUE,BROADWAY,37 AVENUE,ADDRESS,WOODSIDE,60 STREET,,In Progress,,,04/07/2025 02:00:40 AM,02 QUEENS,4011980054,QUEENS,1011335,212697,MOBILE,Unspecified,QUEENS,,,,,,,,40.750439200593625,-73.9022452678554,"(40.750439200593625, -73.9022452678554)"
64577796,04/07/2025 12:44:00 AM,04/07/2025 12:45:55 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1436 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:46:03 AM,04 BRONX,2025370006,BRONX,1004948,246855,MOBILE,Unspecified,BRONX,,,,,,,,40.84421083543331,-73.92519182584024,"(40.84421083543331, -73.92519182584024)"
64575014,04/07/2025 12:43:37 AM,04/07/2025 01:23:15 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10040,55 SICKLES STREET,SICKLES STREET,NAGLE AVENUE,SHERMAN AVENUE,NAGLE AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,SICKLES STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 01:23:18 AM,12 MANHATTAN,1021740012,MANHATTAN,1004183,253193,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86160851541028,-73.92793789691946,"(40.86160851541028, -73.92793789691946)"
64577316,04/07/2025 12:42:31 AM,,DPR,Department of Parks and Recreation,Illegal Tree Damage,Bicycle Chained to Tree,Street,10452,100 WEST  163 STREET,WEST  163 STREET,WOODYCREST AVENUE,OGDEN AVENUE,WOODYCREST AVENUE,OGDEN AVENUE,ADDRESS,BRONX,WEST  163 STREET,,In Progress,,,,04 BRONX,2025110064,BRONX,1003804,242458,PHONE,Unspecified,BRONX,,,,,,,,40.83214495820546,-73.9293393689272,"(40.83214495820546, -73.9293393689272)"
64576221,04/07/2025 12:42:30 AM,,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11230,1170 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,OCEAN PARKWAY,,In Progress,,,,12 BROOKLYN,3054951018,BROOKLYN,992658,165206,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.62012478073651,-73.96971323756367,"(40.62012478073651, -73.96971323756367)"
64572815,04/07/2025 12:42:10 AM,04/07/2025 01:34:47 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,78-11 ROOSEVELT AVENUE,ROOSEVELT AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,JACKSON HEIGHTS,ROOSEVELT AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:34:53 AM,03 QUEENS,4012890042,QUEENS,1015438,211549,PHONE,Unspecified,QUEENS,,,,,,,,40.74727471286751,-73.88744212760699,"(40.74727471286751, -73.88744212760699)"
64574004,04/07/2025 12:41:39 AM,04/07/2025 01:39:44 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1603 DORCHESTER ROAD,DORCHESTER ROAD,EAST   16 STREET,EAST   17 STREET,EAST   16 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,DORCHESTER ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:39:53 AM,14 BROOKLYN,3051590042,BROOKLYN,994507,172356,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63974807226005,-73.9630420218126,"(40.63974807226005, -73.9630420218126)"
64575194,04/07/2025 12:41:08 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11360,29-01 200 STREET,200 STREET,29 AVENUE,32 AVENUE,29 AVENUE,32 AVENUE,ADDRESS,BAYSIDE,200 STREET,,In Progress,,,,11 QUEENS,4060230001,QUEENS,1042446,220198,ONLINE,Unspecified,QUEENS,,,,,,,,40.7708774394213,-73.78989534475515,"(40.7708774394213, -73.78989534475515)"
64573249,04/07/2025 12:40:41 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,505 EAST  120 STREET,EAST  120 STREET,PLEASANT AVENUE,PALADINO AVENUE,PLEASANT AVENUE,PALADINO AVENUE,ADDRESS,NEW YORK,EAST  120 STREET,,In Progress,,,,11 MANHATTAN,1018080001,MANHATTAN,1003328,229865,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7975817467369,-73.9310952446459,"(40.7975817467369, -73.9310952446459)"
64573933,04/07/2025 12:39:39 AM,04/07/2025 12:50:03 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,1770 TOPPING AVENUE,TOPPING AVENUE,CROSS BRONX EXPRESSWAY,EAST  175 STREET,CROSS BRONX EXPRESSWAY,EAST  175 STREET,ADDRESS,BRONX,TOPPING AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:50:13 AM,05 BRONX,2027990021,BRONX,1010355,247477,PHONE,Unspecified,BRONX,,,,,,,,40.845903712530365,-73.90564705646838,"(40.845903712530365, -73.90564705646838)"
64572072,04/07/2025 12:39:31 AM,04/07/2025 01:03:42 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10035,305 EAST  117 STREET,EAST  117 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST  117 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/07/2025 01:03:48 AM,11 MANHATTAN,1016890005,MANHATTAN,1001706,229852,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79754941835763,-73.93695351687057,"(40.79754941835763, -73.93695351687057)"
64573322,04/07/2025 12:39:09 AM,,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10452,100 WEST  163 STREET,WEST  163 STREET,WOODYCREST AVENUE,OGDEN AVENUE,WOODYCREST AVENUE,OGDEN AVENUE,ADDRESS,BRONX,WEST  163 STREET,,In Progress,,,,04 BRONX,2025110064,BRONX,1003804,242458,PHONE,Unspecified,BRONX,,,,,,,,40.83214495820546,-73.9293393689272,"(40.83214495820546, -73.9293393689272)"
64575368,04/07/2025 12:38:39 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,4169B HILL AVENUE,HILL AVENUE,EDENWALD AVENUE,BUSSING AVENUE,EDENWALD AVENUE,BUSSING AVENUE,ADDRESS,BRONX,HILL AVENUE,,In Progress,,,04/07/2025 02:30:34 AM,12 BRONX,2050260018,BRONX,1028270,265494,PHONE,Unspecified,BRONX,,,,,,,,40.895283646450004,-73.84077749237461,"(40.895283646450004, -73.84077749237461)"
64571055,04/07/2025 12:38:31 AM,04/07/2025 12:45:53 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1436 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  171 STREET,BOSCOBEL PLACE,WEST  171 STREET,BOSCOBEL PLACE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/07/2025 12:46:02 AM,04 BRONX,2025370006,BRONX,1004948,246855,MOBILE,Unspecified,BRONX,,,,,,,,40.84421083543331,-73.92519182584024,"(40.84421083543331, -73.92519182584024)"
